sID	Capacity_Info	Crystal_Order	Q_Order	1_strength_rating	3_strength_rating	7_strength_rating	Desktop_Confirmation	Attention_Confirmation	Capacity_Check	Age	Sex	Technical_issues	Duration (sek)	Capacity_Check_rec
1137	different	ybr	7_1_3	69	58	72	1	1	1	25	2	No errors in the study.	123	correct
1357	different	ybr	7_1_3	52	100	14	1	1	1	20	1	-99	190	correct
876	none	ybr	7_1_3	100	35	16	1	1	-77	39	1	-99	114	NA
941	none	ybr	7_1_3	99	45	24	1	1	-77	26	1	didn't face any issues	250	NA
1116	none	ybr	7_1_3	95	37	16	1	1	-77	23	1	-99	63	NA
1194	none	ybr	7_1_3	84	93	54	1	1	-77	28	2	-99	71	NA
856	same	ybr	7_1_3	46	100	15	1	1	2	32	1	-99	134	correct
1132	same	ybr	7_1_3	100	37	15	1	1	2	31	1	-99	211	correct
1200	same	ybr	7_1_3	89	50	13	1	1	2	19	1	-99	161	correct
1252	same	ybr	7_1_3	100	100	99	1	1	2	25	2	-99	210	correct
842	different	yrb	7_1_3	100	41	11	1	1	1	49	2	-99	201	correct
948	different	yrb	7_1_3	98	65	33	1	1	1	23	1	-99	146	correct
1101	different	yrb	7_1_3	100	58	19	1	1	1	45	1	-99	229	correct
1204	different	yrb	7_1_3	97	60	86	1	1	1	33	2	-99	204	correct
815	none	yrb	7_1_3	100	77	49	1	1	-77	35	2	None	115	NA
939	none	yrb	7_1_3	100	63	40	1	1	-77	53	2	-99	194	NA
1086	none	yrb	7_1_3	99	51	35	1	1	-77	26	2	I did not face any difficulties	312	NA
1207	none	yrb	7_1_3	100	46	13	1	1	-77	30	2	-99	141	NA
909	same	yrb	7_1_3	100	42	21	1	1	2	25	2	-99	437	correct
1258	same	yrb	7_1_3	71	82	56	1	1	2	23	1	-99	62	correct
1325	same	yrb	7_1_3	87	53	29	1	1	2	31	2	None	159	correct
1355	same	yrb	7_1_3	100	53	23	1	1	2	39	1	-99	211	correct
873	different	bry	7_3_1	23	29	46	1	1	1	31	2	-99	105	correct
977	different	bry	7_3_1	100	32	14	1	1	1	46	2	None.	252	correct
1109	different	bry	7_3_1	99	79	52	1	1	1	18	2	-99	378	correct
1130	different	bry	7_3_1	100	36	19	1	1	1	41	2	No errors found	306	correct
912	none	bry	7_3_1	100	46	30	1	1	-77	22	1	-99	61	NA
936	none	bry	7_3_1	100	27	6	1	1	-77	22	1	-99	115	NA
1061	none	bry	7_3_1	99	91	84	1	1	-77	30	2	-99	115	NA
1124	none	bry	7_3_1	91	76	46	1	1	-77	33	2	no errors	221	NA
903	same	bry	7_3_1	100	47	20	1	1	2	21	2	-99	106	correct
1028	same	bry	7_3_1	100	93	69	1	1	2	26	1	-99	132	correct
1039	same	bry	7_3_1	99	99	99	1	1	2	36	2	-99	200	correct
1215	same	bry	7_3_1	100	100	100	1	1	2	40	1	None	308	correct
828	different	byr	7_3_1	85	68	54	1	1	1	37	2	-99	94	correct
1000	different	byr	7_3_1	100	56	32	1	1	1	47	2	-99	133	correct
1040	different	byr	7_3_1	90	29	12	1	1	1	45	2	-99	119	correct
1171	different	byr	7_3_1	98	72	44	1	1	1	45	2	-99	403	correct
861	none	byr	7_3_1	100	66	39	1	1	-77	32	2	No errors!	126	NA
955	none	byr	7_3_1	28	78	99	1	1	-77	28	1	-99	187	NA
1093	none	byr	7_3_1	100	100	100	1	1	-77	26	1	-99	139	NA
1202	none	byr	7_3_1	71	42	17	1	1	-77	21	2	-99	103	NA
904	same	byr	7_3_1	56	58	80	1	1	2	57	2	-99	166	correct
1012	same	byr	7_3_1	100	32	17	1	1	2	30	2	N/A	226	correct
1068	same	byr	7_3_1	93	70	48	1	1	2	32	2	-99	420	correct
1273	same	byr	7_3_1	51	50	51	1	1	2	32	1	-99	138	correct
827	different	rby	7_3_1	23	75	100	1	1	1	19	1	-99	116	correct
1069	different	rby	7_3_1	100	59	37	1	1	1	22	2	-99	87	correct
1182	different	rby	7_3_1	54	28	13	1	1	1	21	1	None	122	correct
1384	different	rby	7_3_1	99	66	29	1	1	1	21	1	-99	128	correct
833	none	rby	7_3_1	91	33	12	1	1	-77	21	2	-99	118	NA
944	none	rby	7_3_1	99	34	14	1	1	-77	28	2	SEEMED FINE	278	NA
1112	none	rby	7_3_1	92	93	88	1	1	-77	27	1	-99	125	NA
1164	none	rby	7_3_1	58	19	85	1	1	-77	62	1	None	240	NA
925	same	rby	7_3_1	99	37	17	1	1	2	39	1	I saw none	384	correct
1145	same	rby	7_3_1	92	71	32	1	1	2	20	2	-99	230	correct
1239	same	rby	7_3_1	100	43	24	1	1	2	44	2	-99	285	correct
1393	same	rby	7_3_1	100	36	12	1	1	2	58	1	lost me	162	correct
940	different	ryb	7_3_1	69	66	68	1	1	1	27	2	-99	113	correct
1080	different	ryb	7_3_1	82	64	50	1	1	1	51	2	-99	186	correct
1223	different	ryb	7_3_1	100	47	6	1	1	1	34	1	-99	92	correct
1293	different	ryb	7_3_1	89	47	24	1	1	1	20	1	-99	131	correct
818	none	ryb	7_3_1	65	52	31	1	1	-77	23	1	-99	193	NA
947	none	ryb	7_3_1	100	36	13	1	1	-77	24	2	-99	86	NA
1037	none	ryb	7_3_1	100	28	13	1	1	-77	29	2	-99	121	NA
1337	none	ryb	7_3_1	100	99	100	1	1	-77	42	2	-99	121	NA
1011	same	ryb	7_3_1	99	78	53	1	1	2	40	2	-99	118	correct
1030	same	ryb	7_3_1	76	59	39	1	1	2	37	2	-99	858	correct
1172	same	ryb	7_3_1	100	33	16	1	1	2	30	2	-99	144	correct
1251	same	ryb	7_3_1	100	56	29	1	1	2	19	2	-99	212	correct
849	different	ybr	7_3_1	100	56	34	1	1	1	27	1	No errors found.	214	correct
978	different	ybr	7_3_1	100	75	60	1	1	1	23	2	-99	63	correct
1167	different	ybr	7_3_1	99	64	29	1	1	1	27	2	none	185	correct
1363	different	ybr	7_3_1	99	42	13	1	1	1	36	1	-99	165	correct
858	none	ybr	7_3_1	99	52	21	1	1	-77	22	1	-99	172	NA
1007	none	ybr	7_3_1	100	61	19	1	1	-77	23	2	at first it could not load the page but after refreshing it was fine	261	NA
1020	none	ybr	7_3_1	100	40	11	1	1	-77	26	2	-99	185	NA
1189	none	ybr	7_3_1	100	55	38	1	1	-77	22	2	-99	115	NA
884	same	ybr	7_3_1	100	75	47	1	1	2	22	1	-99	176	correct
1265	same	ybr	7_3_1	98	56	25	1	1	2	21	2	N/A	148	correct
1313	same	ybr	7_3_1	100	59	22	1	1	2	27	1	-99	320	correct
1382	same	ybr	7_3_1	100	72	34	1	1	2	36	1	-99	247	correct
855	different	yrb	7_3_1	99	48	25	1	1	1	25	2	-99	198	correct
971	different	yrb	7_3_1	100	36	15	1	1	1	42	1	-99	195	correct
1098	different	yrb	7_3_1	99	46	21	1	1	1	43	2	-99	118	correct
1187	different	yrb	7_3_1	100	61	32	1	1	1	40	2	N/A	166	correct
883	none	yrb	7_3_1	45	32	72	1	1	-77	35	2	-99	213	NA
1002	none	yrb	7_3_1	99	45	17	1	1	-77	19	2	I did not encounter any problems in this study	283	NA
1056	none	yrb	7_3_1	92	92	94	1	1	-77	35	1	-99	220	NA
1203	none	yrb	7_3_1	100	100	100	1	1	-77	57	1	-99	86	NA
902	same	yrb	7_3_1	22	52	93	1	1	2	22	1	-99	269	correct
932	same	yrb	7_3_1	49	48	47	1	1	2	22	2	-99	323	correct
1070	same	yrb	7_3_1	100	100	100	1	1	2	23	2	No errors detected.	264	correct
1168	same	yrb	7_3_1	100	26	9	1	1	2	52	2	-99	132	correct
